text,category,label,sub_category
koi rape kar raha ho aur tum dekhte raho toh tum bhi gunhegar ho,no_category,0,no_sub_category
to bhai muhabbat konsa dsp lagwa deti ha,no_category,0,no_sub_category
beingsalmankhan i hate ppl wen dey call him bhai jabki vo feeling hoti hi nahi hai,no_category,0,no_sub_category
desh me kitna hatred felaoge sir ji,no_category,0,no_sub_category
mulle sirf terrorism ko invent karne ke liye jeet sakte hai,no_category,0,no_sub_category
is mc ko bharat mein la kar phansi dena hai kya kar rhi bjp sarkar parliament mein phle pakistan ko atankwadi desh to ghosit kare e,no_category,0,no_sub_category
suadie kings apne badshat bachane k liye kisi ko be ne chora,no_category,0,no_sub_category
muslamno ko mecca aur madina k nam pe cash karwata raha,no_category,0,no_sub_category
hatred for all mendosti hai dushmani to nahin,no_category,0,no_sub_category
varun khan ulti ganga hate speech sanjayazadsln jigneshmevani shehlarashid drkumarvishwas kanhaiyajnusu ikamalhaasan lambaalka,no_category,0,no_sub_category
bhakts hamesha srk ko target krte hai,no_category,0,no_sub_category
hate deepika k liye hai,no_category,0,no_sub_category
tag block bhakt ka real srk haters,no_category,0,no_sub_category
btw movie apne ko dekhna nhi hai,no_category,0,no_sub_category
badi ummide lagaye bethe hai apni maa ke murder ke khulase kahamare ander bhay hai thana fatehpur sikri ke imlaoda gaon ki daqeti murder ka,no_category,0,no_sub_category
toilet ghotala sri jan ghotala bandh ghotala aur murder ka aarop wah re tera surya paltua ko sharm bhi aata hai ki nahi,no_category,0,no_sub_category
ma khata ho article ka tahat is bat pa muzamil abbas tara ko bar phansi ke saza honi chayegali gali ma shooor ha aia sara chorrrr ha,no_category,0,no_sub_category
thank you gud nightmere kaan se khoon nikal raha hai,no_category,0,no_sub_category
islamic terror faila rakha ha india me inhone,no_category,0,no_sub_category
muje kabhi yaqin nahi asakta tumhari baat pe k u like puneeshisliye kyun karun nafrat jb tum keh hi jhoot rahi ho,no_category,0,no_sub_category
mahwashajaz tumre yaha aise khule aamm murder hote hai kya,no_category,0,no_sub_category
kisi kay baap ka yeh pakistan thori hay,no_category,0,no_sub_category
kabhi nahi jhoot sunn kar kaan may se khoon nikla vote for shilpa,no_category,0,no_sub_category
yeh talent rishtedaaron main b hota hai,no_category,0,no_sub_category
chalo koi toh hai jo sacchai dekh sakta haiwarna baqi toh andhe ho chuke hai nafrat mekoi hater galat video bana k bhej raha hai aur yeh log pura such jane bagair uchal rahe hain pagal log,no_category,0,no_sub_category
ek chehra dil ke kareeb melodious song lata garam khoon vinod khanna sulakshana pandit,no_category,0,no_sub_category
sir lekin jo log rajput nahin hain to unka khoon dhanda hota hai,no_category,0,no_sub_category
tu jaha mai waha starring vinod khanna sulakshana pandit movie garam khoon,no_category,0,no_sub_category
thekaranpatel yaar hadd ho gayi karan bua ki iski subah saam hina ke comments pe hoti hai aur baat kaisi karta hai hina ko koi fark nahi padta aur tu apna khoon jalan raha hai aur aam janta see gaali bhi khaa raha hai hadd hai,no_category,0,no_sub_category
jab pappu khan saffron terrorism bolta hai tab hinduoo ka apman nahi hota hai chee papu khan kay pidi,no_category,0,no_sub_category
ghatiya gandagi gairgujri gulchharrey udaney walo hatred pungi,no_category,0,no_sub_category
good job magar dindharai rape murder jo ho raha hai bihar mai usko bhee dhayan rakhai aap twitter par pheknai sai kuch na hoga saheb crimes par control karai,no_category,0,no_sub_category
ek khooni liberal ki ek buhat baray leader say moaddabana guzarish aap liberals pe toh baras paray magar aap ke khoon kay piasay khadim rizvi aur afzal qadri say aap nay kufr kay fatway kay dar say is saal kay shoro main maafi maangli thi imrankhanpti,no_category,0,no_sub_category
isse kehte hain aandh bhakti hate for shilpa shindey,no_category,0,no_sub_category
jo dharam ko chhupaye vo socho kya bhala kr skta h kisi katbhi m socha ye saffron terror kyon kah rha h aaj itna pyar saffron se gandhi nhi gndi nali ki paidaish h,no_category,0,no_sub_category
geetaphogat thank you so much for this hater ka aur kio kaam nahin hain hina ke liye itna hate hain ke aankhen band kar ke dekhte hain,no_category,0,no_sub_category
tum logo ko dete hunge paise tum logo ko humare mulk k baato me kyu itna interest hai ohh samajh gaya tum logo k mulk me ab kuch baat karne reh he nahi gaya hoga sab kuch terrorism se he shuru aur nahi khatm,no_category,0,no_sub_category
gauaharkhan iamkamyapunjabi why you guy have so me hate rate for someone kuch din ka biggboss hai khatam ho jaiga pr ap logo k dil me apni jaga mat khoiye or iamkamyapunjabi hina jo bhi or jaha se bhi aye hai pr ap kon ho,no_category,0,no_sub_category
yukh hate atay jaisay chitti larki,no_category,0,no_sub_category
arshi khan ko add q nai kia apni hatred mai,no_category,0,no_sub_category
is conversation mai wo bi ti,no_category,0,no_sub_category
sub kai apnay point of view,no_category,0,no_sub_category
but haters bicharay andhay,no_category,0,no_sub_category
sambhavnaseth toh vikas ke samne when someone said kali where is he vikas bhi boht galt hai kuch chizo mein aur shilpa ka bhi ab woh pehle wala roop nikal raha hai because uske arshi aur akash ne darar dikh rahi hai aaj na shilpa gandagi aur puneesh mein se nafrat contin,no_category,0,no_sub_category
gale dena achi bat nahi agar ye sab khatam karna hai to luvtyagi ko vot karo ye sab khud ba khud khatam ho jayega,no_category,0,no_sub_category
sambhavnaseth mam apne aaj bola sahi bola but vikas bhi maze le raha tha waise toh ladki ko moti bola usko bada problem ho raha tha aur sab gandagi ne kiya hai but shilpa ne bhi uski bhadas nikali hai sabpe uska hatred aur uske sath jo bahr hua hai that has made shilpa,no_category,0,no_sub_category
aaj ka ep dekh k sahi me itna he khoon khol rha thajis tarah se janwaro ki trh punish ne trimmer chalaya luv ko luckily khoon ni ayahina n akash k sath jo kia insaniyat h he ni kya shilpa punish vikas bandagi me shame biggboss beingsalmankhan eyehinakhan theluvtyagi bb,no_category,0,no_sub_category
bad politics ek hindu bhai dusre hindu bhai ka khoon pene k liye taiyar hogaya he,no_category,0,no_sub_category
abhi bhe time he sab sudar jao,no_category,0,no_sub_category
bda chhuparustam nikla re rahul baba ise kahte h deeye niche andhera desh ko dhoka aankho me dhul jhonk rha thha aaj pta chla ye saffron terror kyon kahta firta h dhokhebaj h aaul baba,no_category,0,no_sub_category
gauahar k fb pe hina se kam followers hain sahi toh hai logoko sach batana achha lagta hai sun na nahi koi gali toh nahi di na kuchh bewkoof aise react kar rahe hain jaise murder kar diya ho agar hina inki chaplusi karti toh achha bolte,no_category,0,no_sub_category
rishta likhenge hum naya chotti thakurains chakarvyuh earns ratans hatred starplus colors,no_category,0,no_sub_category
aaj kal khoon rare aata hai due to unhealthy diet,no_category,0,no_sub_category
jish movie ki story rape viktim girl ki hokya ek viktim ko sexy bolna shi haiye log simple name rakh skte the,no_category,0,no_sub_category
but inko aise naam rakh kar controversy create kark film ki free publicity karwana tha,no_category,0,no_sub_category
vivad hone pr freedom of speech khatre mein aa jata hai,no_category,0,no_sub_category
we are showing we really kya baat kar rahe ho aanshu aagaye yaar koi itna hatred kaise laa sakta hai,no_category,0,no_sub_category
main kon se sachye sa baagi app ek pic laga k khud tabsra ker rahy ho main ki koi laga doon ore khoon tum ya ker rahy thy hahahah lol kia mazaq ha pictwittercomlwjknxrktq,no_category,0,no_sub_category
ajj mujhe puneesh aur bandgi ko dekha kar itna zadya gussa aa rha tha ki kaise log hai yeh mujhe iss season k sabse worst constants mil gye,no_category,0,no_sub_category
wese bhi ye sanghi hijde shadi se zyada rape main vishwas rakhte to teri maa ki sari khol kar dekh khaki chadhhi pehni hogi lol hijde chakke,no_category,0,no_sub_category
kal uski behn bati rape hogi,no_category,0,no_sub_category
tab bhi love jihad avivyakti ki azadi ban jana chache,no_category,0,no_sub_category
to khul ke bole pyar hai nafrat nhi game kiu khel raha hai,no_category,0,no_sub_category
logon ko phansi lag jae to corruption khatam hojae gi sheikh rasheed,no_category,0,no_sub_category
kaun h vo log jo hina akash or luv ko vote kr rhe hdil khi kho diya kya nafrat bdi cheez h,no_category,0,no_sub_category
ek bar fair hokr vote ni kr skte insaniyat ki hade par ho gai aaj,no_category,0,no_sub_category
madam aap ka chinta karna bilkul jayaj h aap ke pati ek bahdur or nidar insan h biswas rakhiye sir to bahut door ki baat h koi haat bhi nhi laga sakta h phir aap bhi to ek hindu viragna ho rani laxmibai rani durgabatti inka or aap ka khoon ek hi haap apne pati ki sakti ho,no_category,0,no_sub_category
ipgaur imanveergurjar kamya english sikha rahi hate failane k sath sath,no_category,0,no_sub_category
pm ki post ki izzat krte hai isliye gaali nhi di mgr jo pm ki post pr hai wo khoon choos raja hai desh ka or ap jese log uska sath de rahe hai,no_category,0,no_sub_category
hina ki team aisi hi hai kewal nafrat hi rakhti haimanu bhai,no_category,0,no_sub_category
aaj hina ki baari aayi to apne time pe rone lgi public se appl karne lgi,no_category,0,no_sub_category
puri fake hai,no_category,0,no_sub_category
she hate punish and bandagi iss liye aur madam bolati h unbiased hu,no_category,0,no_sub_category
hina ne khud shilpa ke baal kate ajj apni trun toh india dekh raha hai ek ladki dusri ladki ke baal cut kar rahi hai hate hina nd love shilp,no_category,0,no_sub_category
bahot gande log hai yaar ye punishsharma and bandagikalra disgusting,no_category,0,no_sub_category
punish ki life me do hi cheeze chalti hai bandagi gandagi,no_category,0,no_sub_category
chill yaar shilpaawo nahi samjhegi apna khoon math jala gulab k pichewo bas akash pe taras kharahi aur kuch naicalm down,no_category,0,no_sub_category
benafshasoona acha hua k aap bahar aa gyi wrna hmari ankho s to khoon ki nadiyaan bah rhi thi u were not played well ben apne ghar m gandgi felai hai hina khan or priyank k sath milkr,no_category,0,no_sub_category
adnanjilani adnan jeelani super hit dramas wafa bewafa se humare ghar mein mohabbat nafrat se aatish pictwittercomtmpwddbkn,no_category,0,no_sub_category
tu unhi kinajyaz aulaad hoga teri amma ka rape karkar chod diya hoga warna hume to yahi confirm chakke hain hijde hain aur han gandu bhi he,no_category,0,no_sub_category
kisi producer ne isko agar show diya to unki bohot bari galti hogi bcoz isne logo ka itna nafrat gain kiya hai ki trp zero ho jayega uss show ka ishilpashinde imshilpashinde shilpashinde shilpashindey,no_category,0,no_sub_category
tumne half dekha hai pura dekho,no_category,0,no_sub_category
hina ne fb fan following ke baare me kaha jo sach hai h gauhar ke followers kam h fb pe,no_category,0,no_sub_category
sanjeeda vala vikas ne bhi agree kiya ki gore log screen pe itne acche nahi dikhte,no_category,0,no_sub_category
hate karne ka reason laao,no_category,0,no_sub_category
apne family ko khoon ke aansoo rulane wali bathroom ja ja ke khud mirchi lagnese khoon ke aansoo nikalne lagi bb biggboss biggboss,no_category,0,no_sub_category
wah wah kya baat he par viyapam ghotale ki jaaz me se jyada murder ho gaye he apne tou world record bana diya saab badhai ho apko,no_category,0,no_sub_category
are nahi tag line was main khoon ke aansu royi hu kal khud ki galti or khud hi chilla rahi thi bb,no_category,0,no_sub_category
hate speech cases sirf mojahiro pe banty hae,no_category,0,no_sub_category
hai jaise hitlermusolinistalinbagdadi aye the or sab khatm ho gye vaise ye daur bhi history ho jayega,no_category,0,no_sub_category
haleem beef hota hai sharma ji modi ke sau khoon maaf hai bhaiyya chamche paalna modi ji se sekhe koi,no_category,0,no_sub_category
jiss tarhan woh hina ka stuff phanek rahi thi,no_category,0,no_sub_category
rightly saidpurane episode ki baat karni aaj to bichara rok rha tha and kuch galt b ni kiyafir bhikha se laate h itni hate,no_category,0,no_sub_category
bhai karan in terrorist logo se bat mat kar apna hi bura hai ye kisi ke sage nahi hote inka alien mohammad khud kehta hai terrorism failao bhai mat bat kar is jihadan se,no_category,0,no_sub_category
yaha jo stupid haters log barking kar rhe are stupid log tum to kehto ho tum hina ke hater ho lekin mujhe jaha tak pta bai hum kiso ko hate karte hai to usske bare mai baat bhi karna pasand nhi karte lekin tumlog to hina ke barre mai baat karte ho no matter hate comments,no_category,0,no_sub_category
biggbossnewz agar puneesh aur bandagi kalkothri m jate hai toh murder ban jayegi bigboss k ghar m,no_category,0,no_sub_category
ekdam ekdam sahi bolakehe nahi sakte shilpa or punish ka defend krte krte khud hi na shahid ho jayaao shilpa maa mujhse bhi khoon kardo plzz,no_category,0,no_sub_category
kal gujaratiyo ke khoon se apna haath rang ne wala haiwan ask apne aapko gujarat ka beta keh raha hai,no_category,0,no_sub_category
kya hoga ya bhai itna hatred,no_category,0,no_sub_category
dharna dalwanay ka lya jis judge na mumtaz qadri ko phansi ki saza di us ko kuch nahin or galian kis ko,no_category,0,no_sub_category
gawd is biggboss k season ne dusre celebs k bhi asli chehre dikha diye shocking,no_category,0,no_sub_category
i hate heena too par bhai gali mat do,no_category,0,no_sub_category
thank you geeta maam insaan nafrat me sahi aur galat hi bhool jata,no_category,0,no_sub_category
hiten is my fev but wo entertain nhi h,no_category,0,no_sub_category
or vo bakri ka rape nhi karte hai vo unki begam hi hoti hai,no_category,0,no_sub_category
do one thing yr sabse pehle gauaharkhan n iamkamyapunjabi ko tag karo n dikhao unhe k kisi ko hate krne me itna andha hona achha nai hkam se kam sach jaan k zahar uglo inko khudka lostboy n arshi b us convo me the wo to inko dikhega nai bas hina hina kra lo inse ajiblog,no_category,0,no_sub_category
dikhta h kon loser h kal dekhna tumhaari bandagi and puneesh jaayenge jail then majja aayega shilpa bhi khoon ke aasu royegi eyehinakhan hinakhan stay strong,no_category,0,no_sub_category
hina ne bandagi ko darane ke liye khudke thode kaate but bandagi ne uske bahot saare kaate hain its not a fact just blind hate lol agar tumko lagta hai wo sahi tha to i have nothing to say,no_category,0,no_sub_category
akash ki kya halat ki h aur wo bitch bandagi baar baar khoon k ansu khoon k ansu kr rahi h dikhe to nhi aansukisi k mirchi ankh mei jae to wo ankh nhi khol paegabt wo thodi der mei khadi thi task mei waooo,no_category,0,no_sub_category
marne ke liye sirf public hai ye dono haramkhor ganje bhaion ko is liye roka gaya taa ke hamara mazeed khoon choos saken,no_category,0,no_sub_category
ji hona chahiye stand against terror,no_category,0,no_sub_category
ye hai desh ki police ke haal,no_category,0,no_sub_category
murder karne waale ko aachaarsahita ki wajha se action se dur kiya hua haihar,no_category,0,no_sub_category
zyada hogya hai rape se aagay nikal gayi hai aj kahani,no_category,0,no_sub_category
kisse bol rahe ho bhakt ko bol kar hi laya gaya ye bhadwa kadyani take hatred fela sake but d q y d ppl go to dis show,no_category,0,no_sub_category
listen to aj phir tum pe piyaar aya hai hate story arijit singh by awais jalil np on soundcloud,no_category,0,no_sub_category
hehe wo writing ki wjase arhi thi apni writing ko chukandar anaar aur kajar khilao take uska khoon bane,no_category,0,no_sub_category
riasati loug he hy nah jo phir aam worker k rape k baad qatal hone pr mulzimon ki pusht pnahi krte,no_category,0,no_sub_category
party to girls kar rahi hai wo to bechara rape hone gaya hai lagta hai,no_category,0,no_sub_category
people are more important than their mistakes nafrat karna nahi aata hota hi nahi yaar aur apno se toh bilkul nahi,no_category,0,no_sub_category
gauravcsawant ek bar phir s ki tarah fauj ke hath khol ke dekho india kya duniya se terrorism khatam kar degi indianarmy,no_category,0,no_sub_category
ek bar phir s ki tarah fauj ke hath khol ke dekho india kya duniya se terrorism khatam kar degi indianarmy,no_category,0,no_sub_category
ayesha aur muhammad ka rape hi kaladhan hai,no_category,0,no_sub_category
magar ye media walay to jaan boojh ker paise ke liye sab karrahe hain,no_category,0,no_sub_category
karachi k baad lahore mei bhi rangers operation hona chahyay,no_category,0,no_sub_category
logic taa k lahore b political terrorism sy nijat paaye,no_category,0,no_sub_category
